epoch,train_loss,val_loss,train_acc,val_acc
0,0.7356254626009718,0.7063868499829129,0.15,0.35
1,0.6754404299624734,0.678256468575386,0.75,0.65
2,0.659662291175911,0.6747572762993879,0.8,0.65
3,0.6574244510392407,0.6731521017117197,0.8,0.7
4,0.6555768490877659,0.6714785726414124,0.8,0.7
5,0.6541376564918624,0.669712573265689,0.8,0.75
6,0.6527173073180682,0.6680903424880389,0.8,0.75
7,0.6512421716828177,0.6666695628437233,0.8,0.75
8,0.6500941280457717,0.6653767007956007,0.8,0.8
9,0.6489194152569135,0.6636217985445725,0.8,0.8
10,0.6476875641166385,0.6626714423657367,0.8,0.8
11,0.6466464852942113,0.6613605202976787,0.8,0.8
12,0.6455584555339338,0.6602587556891242,0.8,0.8
13,0.6442223508114224,0.6594337031724814,0.8,0.75
14,0.6425679370184423,0.6579456538642697,0.8,0.7
15,0.6405214000431899,0.6563744580226992,0.8,0.8
16,0.638337071595526,0.6542202840274312,0.7,0.85
17,0.6359324090519483,0.6513470510188515,0.7,0.9
18,0.6332609264045518,0.6486833072990089,0.7,0.85
19,0.6314285958390161,0.6462588516133689,0.8,0.85
20,0.629771212991727,0.6444142845240138,0.8,0.85
21,0.6291516741684973,0.6424374474468014,0.8,0.85
22,0.6287051530856277,0.6413035072308865,0.8,0.85
23,0.6278893626669217,0.6406682650926941,0.8,0.85
24,0.6274839720054884,0.6402680657963307,0.8,0.85
25,0.6277023106687929,0.6393231441218271,0.8,0.85
26,0.6272252944075281,0.6390831066338885,0.8,0.85
27,0.6269809781119555,0.638616897706522,0.8,0.85
28,0.6270174945591471,0.6380497566234129,0.8,0.85
29,0.6267184443142438,0.6381292949199178,0.8,0.85
30,0.6267028285799674,0.6377723301563778,0.8,0.85
31,0.6261447518775125,0.6371722620807856,0.8,0.85
32,0.6262210891128108,0.6369615537310264,0.8,0.85
33,0.6259976339913568,0.637157450929313,0.8,0.85
34,0.625616707828172,0.6366934255577202,0.8,0.85
35,0.6256543809337805,0.636348743822787,0.8,0.85
36,0.62531179040212,0.6364041571919611,0.8,0.85
37,0.6249865471028915,0.6359145049130467,0.8,0.85
38,0.6251775607376451,0.6354635145429001,0.8,0.85
39,0.6252516074822576,0.6355281241260532,0.8,0.85
